model_run_settings.plastic_input_to_rec,model_run_settings.use_manual_rbf,neurons.exc_ratio,neurons.n_out,neurons.n_rec,neurons.out.C_m,neurons.out.E_L,neurons.out.I_e,neurons.out.V_m,neurons.out.loss,neurons.out.regular_spike_arrival,neurons.out.tau_m,neurons.rb.base_rate,neurons.rb.buffer_size,neurons.rb.kp,neurons.rec.C_m,neurons.rec.E_L,neurons.rec.I_e,neurons.rec.V_m,neurons.rec.V_th,neurons.rec.c_reg,neurons.rec.f_target,neurons.rec.gamma,neurons.rec.regular_spike_arrival,neurons.rec.surrogate_gradient_function,neurons.rec.t_ref,neurons.rec.tau_m,plotting.do_plotting,rbf.num_centers,rbf.scale_rate,rbf.shift_min_rate,rbf.width,recording.mm_out.interval,recording.mm_out.record_from,recording.mm_rec.interval,recording.mm_rec.record_from,recording.n_record,recording.n_record_w,simulation.print_time,simulation.rng_seed,simulation.step,simulation.total_num_virtual_procs,synapses.average_gradient,synapses.conn_bernoulli_p,synapses.exc.optimizer.Wmax,synapses.exc.optimizer.Wmin,synapses.exc.optimizer.eta,synapses.exc.optimizer.type,synapses.feedback_delay,synapses.g,synapses.inh.optimizer.Wmax,synapses.inh.optimizer.Wmin,synapses.inh.optimizer.eta,synapses.inh.optimizer.type,synapses.inh.weight,synapses.rate_target_delay,synapses.receptor_type,synapses.static_delay,synapses.w_input,synapses.w_rec,task.gradient_batch_size,task.n_iter,task.n_samples_per_trajectory_to_use,task.samples_per_trajectory_in_dataset,task.sequence,task.silent_period,task.trajectory_ids_to_use,folder,final_loss
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.15,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,100.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_100.0_synapses_w_rec_60.0_rbf_width_0.15_lr_exc_0.03_plastic_False_manualRBF_True,2958.531322717399
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_150.0_synapses_w_rec_80.0_rbf_width_0.25_lr_exc_0.01_plastic_False_manualRBF_True,4622.104276737957
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,100.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_100.0_synapses_w_rec_40.0_rbf_width_0.1_lr_exc_0.005_plastic_False_manualRBF_True,2868.698638764273
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,50.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_50.0_synapses_w_rec_80.0_rbf_width_0.1_lr_exc_0.002_plastic_False_manualRBF_True,24223.85801549159
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,150.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.005_plastic_False_manualRBF_True,3761.8188775925105
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.05_lr_exc_0.01_plastic_False_manualRBF_True,7588.851068177384
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,100.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_100.0_synapses_w_rec_60.0_rbf_width_0.1_lr_exc_0.03_plastic_False_manualRBF_True,2746.7444362389233
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,4552.449052827162
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,50.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_50.0_synapses_w_rec_40.0_rbf_width_0.2_lr_exc_0.03_plastic_False_manualRBF_True,2581.543206473233
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_150.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.01_plastic_False_manualRBF_True,3526.425045813527
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.1,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.1_lr_exc_0.05_plastic_False_manualRBF_True,5968.08732291152
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.15,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.15_lr_exc_0.05_plastic_False_manualRBF_True,7556.52716379009
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,200.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_80.0_rbf_width_0.2_lr_exc_0.005_plastic_False_manualRBF_True,4107.887063656139
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,150.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_150.0_synapses_w_rec_80.0_rbf_width_0.25_lr_exc_0.005_plastic_False_manualRBF_True,4024.151927216202
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,50.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_50.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,12156.387204667148
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.25_lr_exc_0.03_plastic_False_manualRBF_True,10790.359871800889
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,5989.6670695882385
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,150.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_150.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.005_plastic_False_manualRBF_True,3702.6899748115575
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,100.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_100.0_synapses_w_rec_60.0_rbf_width_0.25_lr_exc_0.05_plastic_False_manualRBF_True,4655.984638767342
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,150.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_150.0_synapses_w_rec_80.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,6605.392603078098
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,10.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,50.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_10.0_synapses_w_input_50.0_synapses_w_rec_80.0_rbf_width_0.2_lr_exc_0.05_plastic_False_manualRBF_True,3463.8179677203575
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_80.0_rbf_width_0.05_lr_exc_0.01_plastic_False_manualRBF_True,2649.7275279884525
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.15,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.05,gradient_descent,1.0,4.0,0.0,-1000.0,0.05,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.15_lr_exc_0.05_plastic_False_manualRBF_True,8670.413072850537
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.25_lr_exc_0.002_plastic_False_manualRBF_True,4410.572747630866
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.01_plastic_False_manualRBF_True,3679.168790744677
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,50.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_50.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,11810.498088242395
False,True,0.8,2,100.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.25,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,40.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_100.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_40.0_rbf_width_0.25_lr_exc_0.01_plastic_False_manualRBF_True,4508.675019404296
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.005,gradient_descent,1.0,4.0,0.0,-1000.0,0.005,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.05_lr_exc_0.005_plastic_False_manualRBF_True,2832.8327054766382
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,20.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.01,gradient_descent,1.0,4.0,0.0,-1000.0,0.01,gradient_descent,-400.0,1.0,2,1.0,150.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_20.0_synapses_w_input_150.0_synapses_w_rec_60.0_rbf_width_0.2_lr_exc_0.01_plastic_False_manualRBF_True,3294.6234445028813
False,True,0.8,2,200.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.2,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.002,gradient_descent,1.0,4.0,0.0,-1000.0,0.002,gradient_descent,-400.0,1.0,2,1.0,50.0,80.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_200.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_50.0_synapses_w_rec_80.0_rbf_width_0.2_lr_exc_0.002_plastic_False_manualRBF_True,16279.919441461334
False,True,0.8,2,300.0,250.0,0.0,0.0,0.0,mean_squared_error,False,20.0,0.0,50.0,1000.0,250.0,0.0,0.0,0.0,20.0,300.0,10.0,0.3,False,piecewise_linear,2.0,20.0,True,15.0,500.0,0.0,0.05,1.0,"['V_m', 'readout_signal', 'readout_signal_unnorm', 'target_signal', 'error_signal']",1.0,"['V_m', 'surrogate_gradient', 'learning_signal']",2,5,False,1234,1.0,32,False,0.1,1000.0,0.0,0.03,gradient_descent,1.0,4.0,0.0,-1000.0,0.03,gradient_descent,-400.0,1.0,2,1.0,200.0,60.0,1,500.0,1,10,650.0,150.0,[0],neurons_n_rec_300.0_task_n_iter_500.0_rbf_num_centers_15.0_synapses_w_input_200.0_synapses_w_rec_60.0_rbf_width_0.05_lr_exc_0.03_plastic_False_manualRBF_True,7078.857757552432
